sale_id,datetime,quantity,unit_price,customer_id,customer_name,gender,age,customer_city,product_id,product_name,category,color,size,product_price,acquisition_cost,store_id,store_name,region,store_city,store_type,revenue,total_cost,profit,profit_margin_pct,age_group,sale_year,sale_month,sale_month_num,sale_quarter,sale_weekday,is_weekend
483,2015-09-02 05:44:58,55,408.23,773,Kelly Tavares,Male,48,Vila Nova de Gaia,506,Quos,Footwear,Blue,43,26.47,41.21,1,Loja Borges S.A.,Central,Leiria,Online,22452.65,2266.55,20186.100000000002,89.90520049971829,45-54,2015,September,9,Q3,Wednesday,False
484,2022-11-01 05:51:54,94,827.61,583,Laura Jesus,Female,64,Vila Viçosa,421,Delectus,Clothing,Yellow,L,44.14,16.35,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Physical,77795.34,1536.9,76258.44,98.02443179758583,55-64,2022,November,11,Q4,Tuesday,False
485,2019-05-29 12:43:36,70,746.46,185,Denis Cardoso,Female,68,Aljustrel,952,Id,Clothing,Red,XL,55.14,24.73,5,Loja Araújo Pinto Lda.,Central,Castelo de Paiva,Online,52252.200000000004,1731.1000000000001,50521.100000000006,96.68702944565014,65+,2019,May,5,Q2,Wednesday,False
486,2021-05-02 15:20:22,49,804.61,644,Guilherme Azevedo,Female,58,Paredes,269,Hic,Clothing,Red,L,75.91,37.48,5,Loja Araújo Pinto Lda.,Central,Castelo de Paiva,Online,39425.89,1836.5199999999998,37589.37,95.34184263183406,55-64,2021,May,5,Q2,Sunday,True
487,2021-07-05 16:33:10,17,314.74,933,Martim Marques,Male,25,Maia,73,Recusandae,Footwear,Blue,39,20.68,16.81,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Physical,5350.58,285.77,5064.8099999999995,94.65908368812353,25-34,2021,July,7,Q3,Monday,False
488,2021-10-13 10:27:52,38,45.19,341,Henrique Vicente,Female,52,Marinha Grande,893,Libero,Footwear,Orange,36,99.87,33.75,4,Loja Maia Loureiro S.A.,Central,Castelo Branco,Physical,1717.2199999999998,1282.5,434.7199999999998,25.315335251161752,45-54,2021,October,10,Q4,Wednesday,False
489,2018-03-12 08:47:20,77,915.18,736,Isaac Vieira,Male,37,Vila do Corvo,619,Quasi,Clothing,White,XL,23.4,26.75,5,Loja Araújo Pinto Lda.,Central,Castelo de Paiva,Online,70468.86,2059.75,68409.11,97.07707773334208,35-44,2018,March,3,Q1,Monday,False
490,2018-06-20 19:45:20,93,480.87,987,Daniel Batista,Male,47,Cabeceiras de Basto,594,Iste,Clothing,Yellow,S,53.95,38.81,2,Loja Ramos Lda.,Algarve,Lagoa,Physical,44720.91,3609.3300000000004,41111.58,91.92921163724083,45-54,2018,June,6,Q2,Wednesday,False
491,2020-03-13 09:00:54,93,382.3,6,Mauro Garcia,Male,65,Angra do Heroísmo,831,Occaecati,Footwear,Gray,41,97.98,17.3,5,Loja Araújo Pinto Lda.,Central,Castelo de Paiva,Online,35553.9,1608.9,33945.0,95.47475804342139,65+,2020,March,3,Q1,Friday,False
492,2020-09-03 02:52:57,43,827.32,511,Henrique Alves,Male,55,Ponta Delgada,961,Quasi,Clothing,Orange,L,76.92,25.84,5,Loja Araújo Pinto Lda.,Central,Castelo de Paiva,Online,35574.76,1111.12,34463.64,96.87666199294107,55-64,2020,September,9,Q3,Thursday,False
493,2022-05-19 00:18:41,16,806.3,755,Luís Silva,Male,25,Sousel,575,A,Clothing,Black,L,52.25,41.0,1,Loja Borges S.A.,Central,Leiria,Online,12900.8,656.0,12244.8,94.91504402827732,25-34,2022,May,5,Q2,Thursday,False
494,2015-08-29 06:22:59,92,543.3,538,Luciana do Tavares,Female,54,Lisboa,877,Ut,Footwear,Blue,43,70.98,42.28,1,Loja Borges S.A.,Central,Leiria,Online,49983.6,3889.76,46093.84,92.2179274802135,45-54,2015,August,8,Q3,Saturday,True
495,2017-05-09 12:26:29,45,955.58,8,Leonor Loureiro,Female,21,Cabeceiras de Basto,23,Tempore,Footwear,Black,42,92.46,22.17,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Physical,43001.1,997.6500000000001,42003.45,97.67994307122375,18-24,2017,May,5,Q2,Tuesday,False
496,2016-06-24 03:14:49,73,32.12,121,Mafalda Torres,Male,70,Vizela,338,Amet,Clothing,Black,XXL,34.2,31.07,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Physical,2344.7599999999998,2268.11,76.64999999999964,3.2689912826898975,65+,2016,June,6,Q2,Friday,False
497,2020-07-17 15:55:06,52,439.01,858,Joana Barbosa,Male,44,Castelo de Paiva,190,Sunt,Footwear,Black,38,53.33,31.75,5,Loja Araújo Pinto Lda.,Central,Castelo de Paiva,Online,22828.52,1651.0,21177.52,92.76781850071752,35-44,2020,July,7,Q3,Friday,False
498,2019-07-16 21:32:34,7,353.69,76,Mia-Lúcia Carneiro,Male,65,Mealhada,457,Porro,Clothing,Blue,XL,98.75,45.2,2,Loja Ramos Lda.,Algarve,Lagoa,Physical,2475.83,316.40000000000003,2159.43,87.22044728434504,65+,2019,July,7,Q3,Tuesday,False
499,2019-12-19 14:40:55,66,418.17,169,Vítor Cardoso,Male,52,Castro Marim,512,Modi,Footwear,Gray,45,74.51,26.0,1,Loja Borges S.A.,Central,Leiria,Online,27599.22,1716.0,25883.22,93.78243298180166,45-54,2019,December,12,Q4,Thursday,False
500,2014-10-10 06:27:12,73,960.46,122,Anita Nascimento,Male,52,Montijo,54,Consequatur,Footwear,Red,36,79.71,21.38,5,Loja Araújo Pinto Lda.,Central,Castelo de Paiva,Online,70113.58,1560.74,68552.84,97.7739832996689,45-54,2014,October,10,Q4,Friday,False
501,2020-06-03 13:17:59,39,387.23,238,Ema Miranda,Female,60,Ponta Delgada,986,Atque,Footwear,Pink,44,55.6,25.42,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Physical,15101.970000000001,991.3800000000001,14110.59,93.43542597422719,55-64,2020,June,6,Q2,Wednesday,False
502,2024-05-29 07:53:42,42,656.87,129,Naiara Branco,Male,31,Alvito,587,Dolores,Footwear,Purple,42,28.63,20.05,2,Loja Ramos Lda.,Algarve,Lagoa,Physical,27588.54,842.1,26746.440000000002,96.94764565286891,25-34,2024,May,5,Q2,Wednesday,False
503,2021-01-28 06:38:58,16,64.76,793,Álvaro Pinho,Male,32,Loures,228,Facilis,Clothing,Yellow,S,64.16,32.65,1,Loja Borges S.A.,Central,Leiria,Online,1036.16,522.4,513.7600000000001,49.58307597282274,25-34,2021,January,1,Q1,Thursday,False
504,2020-10-10 17:15:39,81,675.26,277,Yara do Sá,Female,58,Portalegre,792,Omnis,Footwear,Gray,42,61.43,36.2,5,Loja Araújo Pinto Lda.,Central,Castelo de Paiva,Online,54696.06,2932.2000000000003,51763.86,94.63910197553535,55-64,2020,October,10,Q4,Saturday,True
505,2017-02-19 15:51:56,63,799.88,920,Leandro Neto,Female,35,Vila de Rei,105,Unde,Footwear,Pink,38,67.79,26.47,5,Loja Araújo Pinto Lda.,Central,Castelo de Paiva,Online,50392.44,1667.61,48724.83,96.69075361304196,35-44,2017,February,2,Q1,Sunday,True
506,2023-09-04 05:29:40,50,890.25,63,Erika do Borges,Female,20,Vila Franca do Campo,364,Illo,Clothing,Pink,M,54.87,36.65,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Physical,44512.5,1832.5,42680.0,95.88317888233642,18-24,2023,September,9,Q3,Monday,False
507,2020-02-06 08:52:58,7,515.76,345,Xavier Freitas-Neves,Female,34,Mora,957,Aspernatur,Footwear,Pink,39,74.55,31.93,4,Loja Maia Loureiro S.A.,Central,Castelo Branco,Physical,3610.3199999999997,223.51,3386.8099999999995,93.80913603226307,25-34,2020,February,2,Q1,Thursday,False
508,2021-06-25 16:43:28,26,188.96,30,Bruno Carvalho,Female,32,Palmela,2,Id,Footwear,Blue,44,33.82,39.87,1,Loja Borges S.A.,Central,Leiria,Online,4912.96,1036.62,3876.34,78.90029635901779,25-34,2021,June,6,Q2,Friday,False
509,2016-10-13 06:49:10,38,540.81,131,Nádia Branco,Female,44,Vidigueira,495,Nam,Clothing,Black,XS,69.47,26.66,2,Loja Ramos Lda.,Algarve,Lagoa,Physical,20550.78,1013.08,19537.699999999997,95.07035742682271,35-44,2016,October,10,Q4,Thursday,False
510,2021-01-24 02:38:45,25,982.03,869,Erica-Emma Amorim,Female,55,Monchique,314,Doloribus,Clothing,Black,L,93.53,32.67,5,Loja Araújo Pinto Lda.,Central,Castelo de Paiva,Online,24550.75,816.75,23734.0,96.67321772247284,55-64,2021,January,1,Q1,Sunday,True
511,2021-05-02 05:09:32,9,963.68,167,Bernardo Freitas,Female,35,Valença,378,Quo,Footwear,Red,38,22.38,43.1,4,Loja Maia Loureiro S.A.,Central,Castelo Branco,Physical,8673.119999999999,387.90000000000003,8285.22,95.52756101610494,35-44,2021,May,5,Q2,Sunday,True
512,2023-09-30 20:28:35,50,136.08,348,Larissa Leal-Oliveira,Male,33,Olhão,915,Nesciunt,Footwear,Gray,40,26.22,41.41,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Physical,6804.000000000001,2070.5,4733.500000000001,69.56937095825985,25-34,2023,September,9,Q3,Saturday,True
513,2021-01-20 08:44:10,53,833.13,36,Ângelo Correia,Male,61,Vila Franca do Campo,779,Adipisci,Footwear,Purple,39,84.49,42.74,4,Loja Maia Loureiro S.A.,Central,Castelo Branco,Physical,44155.89,2265.2200000000003,41890.67,94.86994826737724,55-64,2021,January,1,Q1,Wednesday,False
514,2023-01-12 21:32:37,56,308.19,853,Victória Ribeiro,Male,52,Horta,694,Delectus,Footwear,Red,38,63.96,15.24,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Physical,17258.64,853.44,16405.2,95.05499853986178,45-54,2023,January,1,Q1,Thursday,False
515,2023-02-08 05:30:24,20,190.56,383,Lourenço Amaral,Male,59,Vila Pouca de Aguiar,943,Magni,Footwear,Purple,37,52.64,27.78,5,Loja Araújo Pinto Lda.,Central,Castelo de Paiva,Online,3811.2,555.6,3255.6,85.42191435768262,55-64,2023,February,2,Q1,Wednesday,False
516,2023-01-30 19:57:25,38,85.68,960,Lúcia Oliveira,Male,45,Porto,526,Fuga,Footwear,Orange,41,51.52,45.13,4,Loja Maia Loureiro S.A.,Central,Castelo Branco,Physical,3255.84,1714.94,1540.9,47.32726423902894,45-54,2023,January,1,Q1,Monday,False
517,2014-12-29 15:58:59,37,270.21,655,Rui Brito-Sá,Female,65,Vila Franca do Campo,505,Eius,Footwear,Purple,35,47.63,12.23,4,Loja Maia Loureiro S.A.,Central,Castelo Branco,Physical,9997.769999999999,452.51,9545.259999999998,95.47389067762111,65+,2014,December,12,Q4,Monday,False
518,2023-08-26 17:11:38,41,298.11,394,Renato Mota,Female,70,Chamusca,363,Quidem,Footwear,Black,41,32.57,39.95,4,Loja Maia Loureiro S.A.,Central,Castelo Branco,Physical,12222.51,1637.95,10584.56,86.59890644393009,65+,2023,August,8,Q3,Saturday,True
519,2017-12-06 08:53:43,39,212.83,464,Salvador Assunção,Male,25,Ribeira Grande,58,Fuga,Clothing,Red,XS,84.69,20.81,5,Loja Araújo Pinto Lda.,Central,Castelo de Paiva,Online,8300.37,811.5899999999999,7488.780000000001,90.22224310482545,25-34,2017,December,12,Q4,Wednesday,False
520,2017-11-11 17:39:49,14,56.44,330,Vicente Andrade,Female,19,Moura,884,Magnam,Clothing,Green,XXL,42.61,42.61,1,Loja Borges S.A.,Central,Leiria,Online,790.16,596.54,193.62,24.50389794472006,18-24,2017,November,11,Q4,Saturday,True
521,2018-09-04 08:37:28,74,696.21,763,Mariana Maia,Female,69,Ansião,657,Inventore,Clothing,Black,XS,61.08,10.86,2,Loja Ramos Lda.,Algarve,Lagoa,Physical,51519.54,803.64,50715.9,98.4401258241048,65+,2018,September,9,Q3,Tuesday,False
522,2023-04-14 14:01:18,95,734.88,52,Petra Machado,Male,31,Amares,724,Officia,Clothing,Orange,L,59.14,12.02,4,Loja Maia Loureiro S.A.,Central,Castelo Branco,Physical,69813.6,1141.8999999999999,68671.70000000001,98.36435880688005,25-34,2023,April,4,Q2,Friday,False
523,2020-11-14 11:12:22,37,679.89,455,Flor Machado,Male,56,Vila Real de Santo António,28,Dicta,Clothing,Pink,L,56.35,18.1,4,Loja Maia Loureiro S.A.,Central,Castelo Branco,Physical,25155.93,669.7,24486.23,97.33780464486902,55-64,2020,November,11,Q4,Saturday,True
524,2019-08-04 19:49:35,14,286.1,633,Sandro do Andrade,Male,40,Monchique,712,Non,Clothing,Orange,L,63.23,17.45,4,Loja Maia Loureiro S.A.,Central,Castelo Branco,Physical,4005.4000000000005,244.29999999999998,3761.1000000000004,93.90073400908773,35-44,2019,August,8,Q3,Sunday,True
525,2020-04-21 20:09:39,2,29.34,743,Cláudio Leal,Female,37,Lisboa,348,Aperiam,Clothing,Green,L,40.47,43.23,2,Loja Ramos Lda.,Algarve,Lagoa,Physical,58.68,86.46,-27.779999999999994,-47.34151329243353,35-44,2020,April,4,Q2,Tuesday,False
526,2014-12-26 21:35:40,89,894.21,965,Bryan Faria,Female,53,Oliveira do Hospital,233,Omnis,Clothing,Black,XL,83.67,34.85,4,Loja Maia Loureiro S.A.,Central,Castelo Branco,Physical,79584.69,3101.65,76483.04000000001,96.1027051811096,45-54,2014,December,12,Q4,Friday,False
527,2019-03-03 14:20:10,67,782.58,860,Renato Rodrigues-Torres,Male,43,Ribeira Grande,455,Quae,Clothing,Red,XS,82.32,19.39,1,Loja Borges S.A.,Central,Leiria,Online,52432.86,1299.13,51133.73,97.52229803981703,35-44,2019,March,3,Q1,Sunday,True
528,2016-01-09 14:31:07,45,987.2,867,Noa Borges,Male,54,Alvito,251,Velit,Clothing,Purple,XS,97.7,15.5,2,Loja Ramos Lda.,Algarve,Lagoa,Physical,44424.0,697.5,43726.5,98.42990275526742,45-54,2016,January,1,Q1,Saturday,True
529,2019-04-24 15:31:50,68,697.36,885,Samuel Nascimento,Female,29,Vidigueira,718,Consectetur,Footwear,Blue,35,42.85,26.81,4,Loja Maia Loureiro S.A.,Central,Castelo Branco,Physical,47420.48,1823.08,45597.4,96.15550074566937,25-34,2019,April,4,Q2,Wednesday,False
530,2019-02-26 00:02:29,12,488.18,314,Ivan Vieira,Male,38,Sousel,840,Beatae,Footwear,Yellow,41,21.0,24.55,5,Loja Araújo Pinto Lda.,Central,Castelo de Paiva,Online,5858.16,294.6,5563.5599999999995,94.97111721086485,35-44,2019,February,2,Q1,Tuesday,False
531,2019-09-16 12:36:41,96,483.78,853,Victória Ribeiro,Male,52,Horta,594,Iste,Clothing,Yellow,S,53.95,38.81,5,Loja Araújo Pinto Lda.,Central,Castelo de Paiva,Online,46442.88,3725.76,42717.119999999995,91.9777584852619,45-54,2019,September,9,Q3,Monday,False
532,2022-10-26 09:53:51,13,595.46,171,Vasco Brito,Male,69,Mogadouro,212,Hic,Footwear,Gray,43,87.93,32.39,1,Loja Borges S.A.,Central,Leiria,Online,7740.9800000000005,421.07,7319.910000000001,94.56050784267626,65+,2022,October,10,Q4,Wednesday,False
533,2018-02-11 21:31:59,66,991.17,797,Rúben Martins,Female,62,Beja,547,Cumque,Footwear,Blue,38,41.69,10.76,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Physical,65417.219999999994,710.16,64707.05999999999,98.9144142780754,55-64,2018,February,2,Q1,Sunday,True
534,2014-01-01 15:29:57,98,736.0,827,Margarida Tavares,Female,18,Amadora,13,Mollitia,Footwear,Yellow,43,98.16,26.53,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Physical,72128.0,2599.94,69528.06,96.39538043478261,18-24,2014,January,1,Q1,Wednesday,False
535,2023-11-28 22:08:50,48,228.17,776,Filipe Sá,Male,61,Angra do Heroísmo,60,Nulla,Footwear,Orange,43,80.08,14.56,5,Loja Araújo Pinto Lda.,Central,Castelo de Paiva,Online,10952.16,698.88,10253.28,93.61879300521542,55-64,2023,November,11,Q4,Tuesday,False
536,2022-07-24 04:50:23,46,79.61,378,Filipa Valente,Female,66,Loures,582,Ipsa,Footwear,Blue,36,80.06,16.15,4,Loja Maia Loureiro S.A.,Central,Castelo Branco,Physical,3662.06,742.9,2919.16,79.71360381861575,65+,2022,July,7,Q3,Sunday,True
537,2015-03-12 22:36:42,23,614.28,291,Júlia Pacheco,Female,49,Sabugal,935,Sunt,Footwear,Purple,35,51.33,15.77,1,Loja Borges S.A.,Central,Leiria,Online,14128.439999999999,362.71,13765.73,97.43276681643552,45-54,2015,March,3,Q1,Thursday,False
538,2020-01-30 10:43:27,81,280.59,982,André Amorim,Female,23,Olhão,640,Asperiores,Clothing,Blue,XS,45.4,49.97,4,Loja Maia Loureiro S.A.,Central,Castelo Branco,Physical,22727.789999999997,4047.5699999999997,18680.219999999998,82.19109733062476,18-24,2020,January,1,Q1,Thursday,False
539,2021-02-17 03:57:12,16,930.89,135,Yasmin Vicente,Male,67,Vidigueira,2,Id,Footwear,Blue,44,33.82,39.87,2,Loja Ramos Lda.,Algarve,Lagoa,Physical,14894.24,637.92,14256.32,95.71700200883025,65+,2021,February,2,Q1,Wednesday,False
540,2015-10-11 08:17:18,72,265.2,806,Rita Gaspar,Male,29,Praia da Vitória,615,Sed,Footwear,Pink,39,54.5,31.35,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Physical,19094.399999999998,2257.2000000000003,16837.199999999997,88.1787330316742,25-34,2015,October,10,Q4,Sunday,True
541,2020-09-26 09:45:41,47,959.75,699,Petra de Azevedo,Female,46,Ribeira Grande,994,Perferendis,Footwear,Black,37,69.17,20.52,4,Loja Maia Loureiro S.A.,Central,Castelo Branco,Physical,45108.25,964.4399999999999,44143.81,97.86194321437874,45-54,2020,September,9,Q3,Saturday,True
542,2018-01-17 19:34:08,100,428.19,382,Gabriel Faria,Male,56,Santa Cruz da Graciosa,457,Porro,Clothing,Blue,XL,98.75,45.2,2,Loja Ramos Lda.,Algarve,Lagoa,Physical,42819.0,4520.0,38299.0,89.44393843854364,55-64,2018,January,1,Q1,Wednesday,False
543,2015-11-26 07:47:30,69,973.82,348,Larissa Leal-Oliveira,Male,33,Olhão,687,Eius,Clothing,White,M,47.71,41.21,5,Loja Araújo Pinto Lda.,Central,Castelo de Paiva,Online,67193.58,2843.4900000000002,64350.090000000004,95.7682117845187,25-34,2015,November,11,Q4,Thursday,False
544,2018-07-28 01:22:01,97,75.39,716,Leonor Miranda,Male,61,Aljezur,883,Officiis,Clothing,Black,M,76.53,29.11,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Physical,7312.83,2823.67,4489.16,61.38745191669983,55-64,2018,July,7,Q3,Saturday,True
545,2021-03-27 11:25:19,35,370.92,276,Anita da Borges,Female,65,Vieira do Minho,670,Eligendi,Clothing,Red,M,34.09,17.56,1,Loja Borges S.A.,Central,Leiria,Online,12982.2,614.5999999999999,12367.6,95.26582551493583,65+,2021,March,3,Q1,Saturday,True
546,2018-09-22 20:20:37,20,623.7,534,Caetana Magalhães,Male,66,Vendas Novas,485,Aliquid,Clothing,Pink,XL,79.27,23.33,1,Loja Borges S.A.,Central,Leiria,Online,12474.0,466.59999999999997,12007.4,96.25941959275292,65+,2018,September,9,Q3,Saturday,True
547,2020-06-09 06:30:28,59,684.58,231,Frederico de Borges,Female,47,Seixal,125,Sapiente,Clothing,Red,XL,84.66,45.78,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Physical,40390.22,2701.02,37689.200000000004,93.31268807151831,45-54,2020,June,6,Q2,Tuesday,False
548,2022-09-11 15:15:13,60,745.36,488,Diogo Sousa,Male,59,Oliveira do Hospital,996,Provident,Footwear,Purple,39,65.29,49.82,1,Loja Borges S.A.,Central,Leiria,Online,44721.6,2989.2,41732.4,93.31598153912203,55-64,2022,September,9,Q3,Sunday,True
549,2014-07-21 15:11:49,93,385.71,595,Kevin Garcia,Male,64,Beja,961,Quasi,Clothing,Orange,L,76.92,25.84,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Physical,35871.03,2403.12,33467.909999999996,93.30066630369967,55-64,2014,July,7,Q3,Monday,False
550,2015-07-24 03:55:45,7,340.08,895,Cristiano Figueiredo,Female,48,Aveiro,416,Animi,Clothing,Black,S,96.03,46.63,4,Loja Maia Loureiro S.A.,Central,Castelo Branco,Physical,2380.56,326.41,2054.15,86.28852034815338,45-54,2015,July,7,Q3,Friday,False
551,2016-09-20 07:43:49,87,753.58,500,Carolina Amaral,Female,21,Seia,570,Provident,Clothing,White,XS,80.23,26.43,2,Loja Ramos Lda.,Algarve,Lagoa,Physical,65561.46,2299.41,63262.05,96.49274131479073,18-24,2016,September,9,Q3,Tuesday,False
552,2020-08-16 21:25:26,80,597.11,932,Bruna Cunha,Male,49,Cascais,553,Omnis,Footwear,Green,42,57.78,11.0,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Physical,47768.8,880.0,46888.8,98.1577933714056,45-54,2020,August,8,Q3,Sunday,True
553,2018-05-24 06:52:39,76,166.98,761,Carminho Reis,Male,38,Castelo de Paiva,957,Aspernatur,Footwear,Pink,39,74.55,31.93,4,Loja Maia Loureiro S.A.,Central,Castelo Branco,Physical,12690.48,2426.68,10263.8,80.87794945502455,35-44,2018,May,5,Q2,Thursday,False
554,2018-12-18 08:06:15,15,187.79,125,Joel do Gaspar,Female,35,Ponta Delgada,739,Laborum,Clothing,White,XL,88.51,17.55,1,Loja Borges S.A.,Central,Leiria,Online,2816.85,263.25,2553.6,90.6544544437936,35-44,2018,December,12,Q4,Tuesday,False
555,2014-07-25 21:30:19,38,855.48,147,Ângelo Amaral-Brito,Female,27,Santa Cruz das Flores,112,Voluptates,Footwear,Gray,35,43.6,45.98,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Physical,32508.24,1747.2399999999998,30761.0,94.62523963155188,25-34,2014,July,7,Q3,Friday,False
556,2014-04-16 23:07:18,93,247.85,569,Bruna Gomes,Female,33,Aljezur,57,Necessitatibus,Clothing,Black,XL,77.27,49.2,2,Loja Ramos Lda.,Algarve,Lagoa,Physical,23050.05,4575.6,18474.449999999997,80.14928384103287,25-34,2014,April,4,Q2,Wednesday,False
557,2022-01-03 15:34:04,78,898.31,409,Alexandre Valente,Female,66,Paredes,253,Id,Footwear,White,41,82.71,12.51,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Physical,70068.18,975.78,69092.4,98.60738497845955,65+,2022,January,1,Q1,Monday,False
558,2021-02-07 22:52:42,95,815.44,841,Nicole Ribeiro,Female,19,Santiago do Cacém,104,Earum,Clothing,Orange,XS,75.87,13.83,2,Loja Ramos Lda.,Algarve,Lagoa,Physical,77466.8,1313.85,76152.95,98.30398312567448,18-24,2021,February,2,Q1,Sunday,True
559,2020-01-10 01:42:40,42,668.5,297,Diego Antunes,Male,61,Angra do Heroísmo,966,Sed,Footwear,Yellow,38,44.7,43.0,4,Loja Maia Loureiro S.A.,Central,Castelo Branco,Physical,28077.0,1806.0,26271.0,93.56768885564696,55-64,2020,January,1,Q1,Friday,False
560,2022-01-19 10:36:08,67,615.49,116,Pedro Henriques,Female,42,Murtosa,632,Modi,Clothing,Green,XL,56.93,48.52,5,Loja Araújo Pinto Lda.,Central,Castelo de Paiva,Online,41237.83,3250.84,37986.990000000005,92.11684998943932,35-44,2022,January,1,Q1,Wednesday,False
561,2020-09-16 17:20:11,40,708.79,866,Sebastião Garcia,Male,46,Vendas Novas,924,Fugit,Footwear,Gray,35,76.3,46.27,2,Loja Ramos Lda.,Algarve,Lagoa,Physical,28351.6,1850.8000000000002,26500.8,93.47197336305535,45-54,2020,September,9,Q3,Wednesday,False
562,2023-07-15 15:19:08,25,722.88,201,Micael Nascimento,Female,26,Aljezur,786,Ullam,Footwear,Green,39,78.91,21.33,2,Loja Ramos Lda.,Algarve,Lagoa,Physical,18072.0,533.25,17538.75,97.04930278884463,25-34,2023,July,7,Q3,Saturday,True
563,2023-11-29 06:49:28,79,813.68,145,Bernardo Soares-Domingues,Male,37,Lourinhã,990,Consectetur,Footwear,Blue,45,66.44,30.57,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Physical,64280.719999999994,2415.03,61865.689999999995,96.24299478910629,35-44,2023,November,11,Q4,Wednesday,False
564,2019-09-01 14:13:27,60,825.63,602,Larissa-Maria Abreu,Female,70,Penamacor,292,Tenetur,Clothing,Pink,XL,77.23,16.02,2,Loja Ramos Lda.,Algarve,Lagoa,Physical,49537.8,961.1999999999999,48576.600000000006,98.05966352966826,65+,2019,September,9,Q3,Sunday,True
565,2014-07-31 05:42:02,24,405.02,87,Ivan Miranda-Morais,Female,43,Castro Marim,775,Suscipit,Clothing,Blue,L,27.48,46.83,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Physical,9720.48,1123.92,8596.56,88.43760801935707,35-44,2014,July,7,Q3,Thursday,False
566,2015-10-07 11:58:38,9,10.09,544,Gustavo Lopes,Male,24,Arcos de Valdevez,79,Officiis,Clothing,Gray,M,22.33,30.55,5,Loja Araújo Pinto Lda.,Central,Castelo de Paiva,Online,90.81,274.95,-184.14,-202.7750247770069,18-24,2015,October,10,Q4,Wednesday,False
567,2018-04-28 17:31:43,100,505.18,261,Carminho Marques,Male,48,São Brás de Alportel,318,Aspernatur,Footwear,Purple,40,78.86,17.0,5,Loja Araújo Pinto Lda.,Central,Castelo de Paiva,Online,50518.0,1700.0,48818.0,96.63486282117265,45-54,2018,April,4,Q2,Saturday,True
568,2020-08-23 07:54:42,35,741.05,884,Ema Jesus,Female,41,Vila Nova de Famalicão,304,Et,Footwear,Yellow,44,60.53,47.96,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Physical,25936.75,1678.6000000000001,24258.15,93.52810201740773,35-44,2020,August,8,Q3,Sunday,True
569,2022-05-11 04:57:51,70,536.56,296,Cláudio Teixeira,Female,70,Mogadouro,254,Iste,Clothing,White,M,36.82,40.94,1,Loja Borges S.A.,Central,Leiria,Online,37559.2,2865.7999999999997,34693.399999999994,92.36991203220515,65+,2022,May,5,Q2,Wednesday,False
570,2020-04-08 18:03:57,54,352.73,954,Patrícia da Fonseca,Male,64,Monchique,869,Hic,Clothing,White,XS,74.74,42.36,5,Loja Araújo Pinto Lda.,Central,Castelo de Paiva,Online,19047.420000000002,2287.44,16759.980000000003,87.99081450401157,55-64,2020,April,4,Q2,Wednesday,False
571,2014-02-14 22:29:39,49,638.33,136,Letícia Carvalho-Domingues,Female,65,Sintra,58,Fuga,Clothing,Red,XS,84.69,20.81,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Physical,31278.170000000002,1019.6899999999999,30258.480000000003,96.73993075681858,65+,2014,February,2,Q1,Friday,False
572,2024-05-11 23:30:24,83,689.52,397,Vasco Melo,Female,30,Olhão,144,Laborum,Clothing,Green,L,39.45,29.24,4,Loja Maia Loureiro S.A.,Central,Castelo Branco,Physical,57230.159999999996,2426.92,54803.24,95.75936883629191,25-34,2024,May,5,Q2,Saturday,True
573,2023-05-22 04:36:21,19,853.09,861,Valentina da Correia,Female,24,Silves,103,Iure,Footwear,Yellow,38,23.46,37.7,1,Loja Borges S.A.,Central,Leiria,Online,16208.710000000001,716.3000000000001,15492.410000000002,95.58077107925307,18-24,2023,May,5,Q2,Monday,False
574,2021-10-14 03:40:30,89,186.86,542,Érica Soares,Female,66,Loures,269,Hic,Clothing,Red,L,75.91,37.48,1,Loja Borges S.A.,Central,Leiria,Online,16630.54,3335.72,13294.820000000002,79.94220271861286,65+,2021,October,10,Q4,Thursday,False
