"Venda_ID","Data da Venda","Quantidade","Preço Unitário","Cliente_ID","customer_name","Género","Idade","Cidade","Produto_ID","product_name","Categoria","Cor","Tamanho","Preço","Custo_Aquisição","Loja_ID","store_name","Região","store_city","Tipo"
3348,"2021-08-12 07:02:47",35,566.76,888,Artur Coelho,M,27,S. Pedro do Sul,117,Libero,Roupas,Branco,XXL,65.89,16.78,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3349,"2016-12-02 13:29:21",95,200.06,305,Sara Araújo,M,38,Tavira,56,Placeat,Calçado,Cinzento,"36",47.17,37.98,2,Loja Ramos Lda.,Algarve,Lagoa,Física
3350,"2020-09-08 06:00:41",46,832.95,153,Gil Silva,F,46,Oliveira do Hospital,692,Omnis,Roupas,Preto,S,97.42,11.02,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3351,"2014-12-20 21:17:33",59,835.31,718,Tomé Leal,M,52,Vila Viçosa,209,Modi,Roupas,Verde,XS,85.26,48.23,1,Loja Borges S.A.,Centro,Leiria,Online
3352,"2014-11-19 07:25:16",54,928.23,995,Paulo Carvalho,F,19,Póvoa de Varzim,973,Autem,Calçado,Branco,"44",41.52,43.75,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3353,"2021-11-28 06:33:14",63,726.28,152,César Maia,M,64,Ponte de Sor,615,Sed,Calçado,Rosa,"39",54.5,31.35,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3354,"2022-02-25 03:35:59",49,666.71,264,Yara Macedo,M,58,Castro Verde,544,Sit,Roupas,Verde,XS,61.23,40.71,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3355,"2015-01-14 05:41:52",81,311.18,860,Renato Rodrigues-Torres,M,43,Ribeira Grande,711,Qui,Calçado,Preto,"38",86.5,39.11,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3356,"2024-02-06 12:27:43",71,783.15,985,Mário Loureiro,F,70,Portimão,255,Quas,Roupas,Azul,M,58.89,49.65,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3357,"2022-01-09 21:09:48",93,705.1,741,Leonor Barbosa-Campos,F,64,Mértola,673,Voluptatum,Roupas,Preto,S,39.39,27.49,2,Loja Ramos Lda.,Algarve,Lagoa,Física
3358,"2017-06-17 15:11:59",78,681.37,591,Lara Vicente,F,70,São Brás de Alportel,624,Occaecati,Roupas,Vermelho,XS,96.35,42.91,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3359,"2019-08-15 09:17:27",84,240.77,877,Anita-Emília Costa,M,18,Ferreira do Alentejo,101,Culpa,Roupas,Preto,XS,56.08,21.72,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3360,"2015-01-20 06:33:32",74,374.44,611,Sebastião Paiva,F,28,Vendas Novas,92,Architecto,Calçado,Laranja,"41",99.69,12.91,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3361,"2018-12-17 05:37:36",80,729.87,607,Diogo Lopes,M,41,Albufeira,207,Dolorum,Calçado,Verde,"39",58.58,25.32,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3362,"2023-10-06 05:06:56",51,914.77,160,Erica Nogueira,M,70,Ponte de Sor,348,Aperiam,Roupas,Verde,L,40.47,43.23,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3363,"2022-10-05 11:39:18",33,955.9,233,Ângelo Nogueira,M,32,São Brás de Alportel,440,Sequi,Roupas,Rosa,XL,77.63,19.92,1,Loja Borges S.A.,Centro,Leiria,Online
3364,"2015-05-19 08:22:07",85,932.42,52,Petra Machado,M,31,Amares,460,Earum,Calçado,Verde,"45",25.85,22.4,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3365,"2019-04-29 12:52:11",70,814.33,732,Salvador Gomes,F,43,Trofa,463,Pariatur,Calçado,Laranja,"39",79.49,12.29,2,Loja Ramos Lda.,Algarve,Lagoa,Física
3366,"2017-01-29 16:27:23",51,536.08,134,Amélia Lopes,M,24,Loures,260,Ea,Calçado,Amarelo,"42",36.74,14.28,1,Loja Borges S.A.,Centro,Leiria,Online
3367,"2022-06-28 20:10:15",18,63.39,216,Afonso Antunes,M,28,Lajes das Flores,79,Officiis,Roupas,Cinzento,M,22.33,30.55,2,Loja Ramos Lda.,Algarve,Lagoa,Física
3368,"2015-07-09 08:05:35",96,442.24,517,Luana Fonseca,F,24,Almada,977,Voluptatibus,Calçado,Vermelho,"38",44.73,44.0,1,Loja Borges S.A.,Centro,Leiria,Online
3369,"2018-12-20 13:42:43",34,269.82,226,Sofia Pereira,F,26,Cadaval,492,Error,Roupas,Vermelho,M,65.2,13.28,2,Loja Ramos Lda.,Algarve,Lagoa,Física
3370,"2016-10-26 13:30:09",6,592.09,249,Yara Araújo,F,54,Ovar,166,Asperiores,Calçado,Laranja,"36",93.45,30.74,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3371,"2020-05-10 03:58:42",92,273.95,670,Sandro Melo-Melo,F,33,Maia,921,Labore,Roupas,Roxo,XL,65.26,15.98,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3372,"2022-09-09 07:36:01",48,665.99,129,Naiara Branco,M,31,Alvito,84,Distinctio,Calçado,Rosa,"44",42.68,30.71,1,Loja Borges S.A.,Centro,Leiria,Online
3373,"2021-08-30 18:39:34",29,498.76,34,Petra Borges,M,26,Santa Cruz da Graciosa,65,Culpa,Calçado,Amarelo,"35",61.74,26.14,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3374,"2021-07-13 09:40:12",3,822.26,639,Patrícia-Carlota Freitas,F,25,Azambuja,671,Neque,Calçado,Roxo,"45",86.16,40.7,2,Loja Ramos Lda.,Algarve,Lagoa,Física
3375,"2014-02-16 04:20:36",35,874.7,377,Iara Barros,M,41,Idanha-a-Nova,387,Nobis,Calçado,Rosa,"35",78.36,49.59,2,Loja Ramos Lda.,Algarve,Lagoa,Física
3376,"2018-12-02 03:33:04",5,573.5,593,Luciana Pires,M,34,Marco de Canaveses,484,Aspernatur,Calçado,Verde,"39",39.19,25.75,1,Loja Borges S.A.,Centro,Leiria,Online
3377,"2022-04-01 09:24:40",39,356.71,982,André Amorim,F,23,Olhão,155,Consequuntur,Roupas,Preto,XL,35.62,26.75,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3378,"2015-01-29 07:50:27",34,847.05,584,Daniel Machado,F,46,Barrancos,958,Quidem,Calçado,Cinzento,"42",55.82,38.63,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3379,"2020-06-19 19:18:54",85,669.5,202,Ângela-Raquel Mendes,F,69,Monchique,681,Ut,Calçado,Roxo,"40",68.15,38.16,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3380,"2014-04-14 15:37:18",98,602.83,31,Mélanie Barros,M,23,Aljezur,527,Error,Roupas,Cinzento,L,63.94,35.05,1,Loja Borges S.A.,Centro,Leiria,Online
3381,"2019-02-26 08:15:24",96,354.31,914,Gaspar Neto,M,44,Lisboa,730,Culpa,Roupas,Cinzento,L,96.23,36.1,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3382,"2015-03-24 19:39:28",12,40.52,412,Denis Teixeira,F,32,Palmela,480,Tempora,Calçado,Laranja,"37",92.52,12.54,1,Loja Borges S.A.,Centro,Leiria,Online
3383,"2019-03-28 10:35:21",52,972.34,297,Diego Antunes,M,61,Angra do Heroísmo,586,Hic,Calçado,Laranja,"36",57.08,29.71,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3384,"2014-12-09 07:48:57",79,18.65,358,Helena-Kyara Coelho,F,37,São Brás de Alportel,956,In,Calçado,Verde,"41",45.14,39.26,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3385,"2023-03-19 14:41:45",77,239.73,700,Sérgio Valente,M,24,Almada,171,Dicta,Calçado,Roxo,"40",59.72,40.31,2,Loja Ramos Lda.,Algarve,Lagoa,Física
3386,"2021-07-31 09:51:10",91,874.08,306,Duarte Domingues,F,45,Fundão,433,Ad,Calçado,Azul,"40",77.65,30.86,1,Loja Borges S.A.,Centro,Leiria,Online
3387,"2016-04-21 22:56:32",18,618.44,877,Anita-Emília Costa,M,18,Ferreira do Alentejo,815,Magni,Calçado,Amarelo,"37",73.86,13.53,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3388,"2023-12-01 18:44:55",30,675.29,18,Fernando Marques,F,24,Barreiro,816,Cum,Roupas,Rosa,L,46.28,24.47,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3389,"2016-12-12 19:16:16",42,285.49,714,Vítor Campos,M,49,Moura,214,Dolor,Calçado,Amarelo,"35",70.0,10.9,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3390,"2016-04-27 13:58:09",69,590.03,211,Alícia-Bruna Loureiro,F,41,Alvito,829,Accusantium,Calçado,Azul,"35",53.51,41.5,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3391,"2019-01-04 11:05:57",45,104.64,530,Mauro de Torres,F,55,Monchique,202,Delectus,Roupas,Rosa,S,54.14,34.86,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3392,"2020-02-28 14:33:04",64,895.61,575,Lisandro de Baptista,F,22,Portalegre,646,Quae,Calçado,Branco,"41",54.33,24.4,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3393,"2019-04-09 20:23:31",87,620.38,579,Manuel Gomes,M,45,Coruche,246,Dolores,Calçado,Preto,"38",67.3,25.07,1,Loja Borges S.A.,Centro,Leiria,Online
3394,"2024-06-08 19:51:36",21,464.2,153,Gil Silva,F,46,Oliveira do Hospital,34,Voluptatum,Calçado,Cinzento,"40",54.18,11.18,1,Loja Borges S.A.,Centro,Leiria,Online
3395,"2022-10-30 12:22:35",12,499.72,535,Clara da Monteiro,F,30,Viana do Alentejo,512,Modi,Calçado,Cinzento,"45",74.51,26.0,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3396,"2018-04-14 05:54:22",31,234.45,872,Daniela Pereira-Moreira,F,60,Amadora,163,Voluptatibus,Roupas,Cinzento,M,83.27,19.28,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3397,"2016-03-31 00:44:26",87,41.97,367,Joana Castro,F,31,Sever do Vouga,470,Sapiente,Roupas,Vermelho,XS,85.57,32.5,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3398,"2020-01-18 20:40:50",85,393.04,166,Micael Castro,F,45,Palmela,916,Adipisci,Roupas,Verde,L,78.93,21.17,1,Loja Borges S.A.,Centro,Leiria,Online
3399,"2018-10-18 02:33:02",84,402.33,602,Larissa-Maria Abreu,F,70,Penamacor,240,Ipsum,Calçado,Vermelho,"43",73.02,13.02,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3400,"2017-10-19 11:55:45",8,868.08,74,Filipa Moreira,M,66,Horta,650,Adipisci,Calçado,Roxo,"36",38.02,10.47,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3401,"2019-07-31 07:20:40",46,286.58,589,Adriana Gaspar,M,51,Angra do Heroísmo,534,Quia,Roupas,Roxo,M,38.36,28.99,1,Loja Borges S.A.,Centro,Leiria,Online
3402,"2015-04-29 06:32:42",98,928.95,287,Inês Pinto,F,39,Penafiel,866,Est,Calçado,Branco,"43",29.99,37.57,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3403,"2020-03-14 15:19:13",43,910.63,827,Margarida Tavares,F,18,Amadora,973,Autem,Calçado,Branco,"44",41.52,43.75,1,Loja Borges S.A.,Centro,Leiria,Online
3404,"2015-07-19 17:11:19",45,629.84,228,Mauro do Torres,M,67,Viana do Alentejo,730,Culpa,Roupas,Cinzento,L,96.23,36.1,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3405,"2019-08-06 13:02:16",33,389.02,415,Vera Anjos,M,24,Vila Nova de Gaia,621,Rerum,Roupas,Roxo,L,38.4,36.36,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3406,"2015-04-12 15:27:24",19,46.48,760,Débora-Bárbara Fernandes,F,23,Almodôvar,650,Adipisci,Calçado,Roxo,"36",38.02,10.47,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3407,"2022-07-16 20:51:01",84,530.5,145,Bernardo Soares-Domingues,M,37,Lourinhã,468,Minus,Calçado,Rosa,"41",20.21,39.94,1,Loja Borges S.A.,Centro,Leiria,Online
3408,"2015-03-12 06:28:45",50,590.6,162,Ivo Nogueira,F,51,Sintra,253,Id,Calçado,Branco,"41",82.71,12.51,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3409,"2021-07-01 05:27:14",42,513.77,607,Diogo Lopes,M,41,Albufeira,591,Officiis,Calçado,Rosa,"43",78.83,29.36,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3410,"2016-07-25 20:19:27",61,786.96,401,Nicole Pires,M,30,Fafe,992,Magni,Calçado,Laranja,"37",35.29,20.64,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3411,"2017-11-01 15:49:26",42,379.69,379,Yara Fonseca,F,48,Peniche,662,Tenetur,Roupas,Laranja,M,39.22,16.7,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3412,"2022-12-26 12:06:00",97,122.29,294,Victória Valente,M,22,Lousada,941,Esse,Calçado,Rosa,"42",63.62,33.27,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3413,"2018-09-25 07:03:03",92,892.34,899,Mariana-Andreia Correia,M,38,Guarda,650,Adipisci,Calçado,Roxo,"36",38.02,10.47,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3414,"2016-04-17 03:12:39",38,62.72,895,Cristiano Figueiredo,F,48,Aveiro,837,Sit,Calçado,Preto,"35",87.7,34.51,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3415,"2018-07-03 09:29:43",11,651.06,876,César de Antunes,F,68,Ferreira do Alentejo,264,Tenetur,Calçado,Azul,"43",23.52,24.5,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3416,"2016-07-29 02:20:37",25,424.89,331,Gaspar Pires,F,23,Vila Nova de Cerveira,845,Officia,Calçado,Verde,"38",76.62,30.98,1,Loja Borges S.A.,Centro,Leiria,Online
3417,"2022-07-29 11:52:23",47,393.67,324,Ema Leal,F,42,Pombal,592,Quas,Calçado,Vermelho,"41",97.53,16.94,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3418,"2018-08-17 19:43:03",41,288.8,985,Mário Loureiro,F,70,Portimão,599,Consequuntur,Roupas,Cinzento,XS,55.38,13.46,1,Loja Borges S.A.,Centro,Leiria,Online
3419,"2021-05-10 23:36:02",5,697.62,502,Beatriz Soares,M,60,Barrancos,569,Aperiam,Calçado,Vermelho,"37",96.03,31.18,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3420,"2018-08-09 14:11:41",10,102.84,242,Fernando Mendes-Moura,M,60,Sines,466,Necessitatibus,Roupas,Amarelo,XXL,88.49,29.18,1,Loja Borges S.A.,Centro,Leiria,Online
3421,"2016-02-05 20:52:13",45,461.75,507,Kevin Almeida,F,64,Monção,90,Laborum,Calçado,Vermelho,"39",45.36,44.18,2,Loja Ramos Lda.,Algarve,Lagoa,Física
3422,"2019-11-09 04:18:08",19,37.15,804,Sebastião Pires,F,21,Braga,891,Hic,Roupas,Laranja,XS,83.67,38.51,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3423,"2014-10-28 21:27:53",2,929.83,74,Filipa Moreira,M,66,Horta,856,Rem,Roupas,Verde,XS,81.38,49.88,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3424,"2016-02-03 01:11:19",34,710.87,391,Emma Pacheco,F,58,Castro Verde,797,Hic,Roupas,Amarelo,L,74.25,42.34,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3425,"2017-12-06 06:06:12",2,615.22,643,Fábio Faria,M,52,Monção,25,Sequi,Calçado,Preto,"41",85.79,45.85,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3426,"2024-01-09 08:06:03",63,158.68,787,Lourenço Gaspar-Assunção,M,29,Sintra,97,Voluptate,Roupas,Amarelo,XS,66.89,49.43,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3427,"2015-09-20 15:23:57",20,814.86,490,Cláudio Oliveira,M,62,Mealhada,873,Vitae,Roupas,Preto,S,43.05,38.65,2,Loja Ramos Lda.,Algarve,Lagoa,Física
3428,"2017-09-19 02:45:25",86,200.24,941,Lúcia Costa,F,63,Redondo,842,Perferendis,Calçado,Verde,"36",89.57,39.95,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3429,"2022-03-28 11:17:04",75,561.61,56,Salvador Amaral,F,38,Vieira do Minho,335,Enim,Calçado,Azul,"35",48.64,11.53,1,Loja Borges S.A.,Centro,Leiria,Online
3430,"2024-10-07 12:14:26",91,565.03,156,Mélanie Fernandes,M,52,Oliveira do Bairro,99,Totam,Roupas,Preto,S,20.32,49.86,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3431,"2020-08-08 08:50:07",98,967.01,601,Adriana-Daniela Monteiro,M,30,Lisboa,704,Corporis,Calçado,Azul,"35",74.93,35.07,2,Loja Ramos Lda.,Algarve,Lagoa,Física
3432,"2018-03-25 07:06:06",5,397.04,87,Ivan Miranda-Morais,F,43,Castro Marim,622,Amet,Roupas,Roxo,XS,87.11,39.16,1,Loja Borges S.A.,Centro,Leiria,Online
3433,"2020-04-07 21:21:50",55,680.56,190,Lucas Sousa,M,42,Mafra,582,Ipsa,Calçado,Azul,"36",80.06,16.15,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3434,"2014-11-28 00:13:48",85,155.28,960,Lúcia Oliveira,M,45,Porto,116,Enim,Calçado,Cinzento,"36",62.54,32.09,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3435,"2024-05-24 20:43:03",23,753.25,700,Sérgio Valente,M,24,Almada,851,Enim,Calçado,Laranja,"44",80.05,38.53,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3436,"2017-04-16 15:35:39",56,225.86,718,Tomé Leal,M,52,Vila Viçosa,959,Nam,Roupas,Vermelho,L,97.85,11.33,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3437,"2018-10-01 09:25:02",46,990.93,556,Bruna Lopes,F,41,Monchique,78,Eum,Roupas,Roxo,S,89.64,43.12,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3438,"2022-05-06 02:25:25",86,25.13,593,Luciana Pires,M,34,Marco de Canaveses,489,Laborum,Calçado,Verde,"40",86.09,11.87,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3439,"2024-03-30 00:08:28",82,511.7,75,Nádia Assunção,M,39,Horta,551,Error,Calçado,Roxo,"41",43.51,13.79,1,Loja Borges S.A.,Centro,Leiria,Online
3440,"2014-12-01 15:30:32",50,602.92,268,Isabel Figueiredo,F,65,Barcelos,469,Quis,Calçado,Preto,"45",25.0,22.72,1,Loja Borges S.A.,Centro,Leiria,Online
3441,"2015-12-14 05:59:02",17,711.6,109,Nelson Amorim,M,38,Barcelos,808,Ipsum,Roupas,Amarelo,M,34.27,19.93,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3442,"2022-04-10 22:15:48",92,453.05,881,Nádia Vicente,F,64,Maia,707,Tenetur,Roupas,Roxo,XL,68.61,16.04,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3443,"2018-06-01 20:38:10",10,406.59,370,Salvador Coelho-Oliveira,F,39,Santiago do Cacém,188,Totam,Calçado,Verde,"39",67.73,26.26,1,Loja Borges S.A.,Centro,Leiria,Online
3444,"2022-04-30 02:55:34",72,257.28,429,Andreia de Antunes,M,31,Mirandela,157,Eaque,Roupas,Laranja,S,62.33,29.77,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3445,"2020-10-22 00:26:11",82,362.01,723,Luca de Pires,F,46,Alcobaça,21,Fugiat,Calçado,Azul,"36",39.0,41.55,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3446,"2019-09-25 16:31:43",57,785.86,379,Yara Fonseca,F,48,Peniche,778,Laborum,Roupas,Laranja,L,24.33,32.78,2,Loja Ramos Lda.,Algarve,Lagoa,Física
3447,"2017-07-13 21:48:17",3,824.38,165,Nádia Oliveira,F,32,Beja,395,Perferendis,Roupas,Azul,M,67.94,22.76,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3448,"2014-05-27 04:41:18",7,798.64,268,Isabel Figueiredo,F,65,Barcelos,913,Quasi,Roupas,Preto,XXL,24.75,48.29,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
3449,"2015-12-19 01:26:34",60,242.02,371,Leonardo Henriques,F,18,Vizela,417,Animi,Calçado,Rosa,"43",34.42,44.84,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3450,"2014-11-08 14:55:59",3,263.05,112,Noa Cardoso,F,25,Vila Real de Santo António,310,Blanditiis,Roupas,Rosa,XXL,33.48,43.79,1,Loja Borges S.A.,Centro,Leiria,Online
3451,"2019-09-25 02:07:21",79,488.32,120,Luís Domingues,F,56,Almada,442,Delectus,Roupas,Amarelo,S,68.73,18.96,2,Loja Ramos Lda.,Algarve,Lagoa,Física
3452,"2014-06-24 13:42:34",89,982.74,975,Gabriel Cunha,M,18,Tavira,605,Modi,Calçado,Vermelho,"40",83.28,17.23,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3453,"2016-09-21 13:28:53",4,907.67,118,Benedita Barros,M,62,Almodôvar,631,Similique,Calçado,Laranja,"45",76.49,15.6,2,Loja Ramos Lda.,Algarve,Lagoa,Física
3454,"2023-01-28 08:38:08",75,180.84,327,Afonso Correia-Barbosa,M,19,Praia da Vitória,233,Omnis,Roupas,Preto,XL,83.67,34.85,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3455,"2015-04-15 04:35:52",49,562.82,492,Luísa Torres-Matos,M,47,Montalegre,737,Repellendus,Roupas,Laranja,XS,77.92,33.19,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3456,"2019-04-02 06:10:30",15,431.24,65,Noah Correia,M,53,Viana do Castelo,312,Consectetur,Calçado,Verde,"44",49.57,44.51,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3457,"2023-02-24 02:19:40",14,834.45,12,Irina Domingues,F,36,Portel,779,Adipisci,Calçado,Roxo,"39",84.49,42.74,1,Loja Borges S.A.,Centro,Leiria,Online
3458,"2014-11-11 00:41:25",35,189.53,282,Joana Mendes,M,29,Lagoa,446,Modi,Calçado,Laranja,"39",74.65,42.59,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3459,"2018-07-21 03:29:08",97,723.35,523,Ema Correia,M,31,Portel,74,Adipisci,Roupas,Cinzento,M,77.86,13.61,1,Loja Borges S.A.,Centro,Leiria,Online
3460,"2020-12-16 22:01:50",9,341.51,574,Catarina Barbosa,M,65,Paços de Ferreira,219,Ut,Roupas,Cinzento,S,96.53,46.26,1,Loja Borges S.A.,Centro,Leiria,Online
3461,"2016-11-29 05:44:24",91,830.07,503,Ângelo Lopes,F,27,Vila Nova de Famalicão,419,Magnam,Roupas,Branco,XS,29.27,49.7,2,Loja Ramos Lda.,Algarve,Lagoa,Física
3462,"2018-07-22 20:52:31",46,162.92,253,Lúcia Andrade-Faria,M,49,Arganil,466,Necessitatibus,Roupas,Amarelo,XXL,88.49,29.18,1,Loja Borges S.A.,Centro,Leiria,Online
3463,"2021-10-05 18:50:31",84,47.49,44,Igor Moreira-Marques,M,33,Ponta Delgada,751,Voluptatum,Calçado,Branco,"38",94.31,40.71,2,Loja Ramos Lda.,Algarve,Lagoa,Física
3464,"2023-04-01 20:45:01",48,143.87,798,Maria Coelho,F,56,Angra do Heroísmo,113,Et,Roupas,Preto,XL,37.66,33.96,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3465,"2016-08-09 13:03:34",5,5.39,91,Emma Azevedo,F,29,Funchal,520,Porro,Roupas,Cinzento,L,53.2,10.77,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3466,"2024-08-31 00:14:46",15,989.31,698,Gil Valente,F,22,Loulé,287,Totam,Roupas,Laranja,L,61.67,38.62,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3467,"2015-02-24 19:37:45",17,378.23,123,Erika Moreira,F,64,Albufeira,403,Natus,Roupas,Branco,XS,82.21,39.13,2,Loja Ramos Lda.,Algarve,Lagoa,Física
3468,"2018-05-20 00:09:09",29,122.49,57,Madalena Antunes,F,29,Miranda do Corvo,421,Delectus,Roupas,Amarelo,L,44.14,16.35,1,Loja Borges S.A.,Centro,Leiria,Online
3469,"2017-05-24 10:04:12",51,631.17,104,Tomé Lopes,F,25,Figueira da Foz,453,Itaque,Calçado,Roxo,"37",83.64,39.23,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3470,"2020-02-01 11:09:49",51,594.93,300,Fernando Matos,F,70,Vila do Corvo,688,Ipsa,Calçado,Amarelo,"40",91.74,14.17,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3471,"2019-07-28 12:24:05",55,994.59,543,Íris Abreu,F,43,Paredes,765,Nesciunt,Calçado,Azul,"35",93.97,43.26,2,Loja Ramos Lda.,Algarve,Lagoa,Física
3472,"2024-11-01 03:36:24",60,318.52,75,Nádia Assunção,M,39,Horta,89,Deserunt,Calçado,Cinzento,"37",40.16,10.3,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3473,"2022-11-20 03:13:17",24,138.29,9,Sandro Gomes,M,70,Santa Cruz das Flores,81,Ad,Calçado,Rosa,"38",56.58,17.05,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3474,"2017-04-01 14:55:01",77,990.59,86,Paulo Vicente,M,41,Baião,117,Libero,Roupas,Branco,XXL,65.89,16.78,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3475,"2024-02-02 23:34:41",35,382.24,964,Valentim Rocha,F,53,Alenquer,15,Atque,Roupas,Branco,XXL,41.46,12.89,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3476,"2015-07-30 15:29:05",65,803.43,614,Dinis Campos-Valente,F,62,Penalva do Castelo,371,Non,Calçado,Roxo,"43",21.0,35.27,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3477,"2015-12-23 12:32:53",58,225.82,13,Nair Teixeira,M,68,Mértola,501,Fuga,Roupas,Amarelo,L,58.16,26.46,4,Loja Maia Loureiro S.A.,Centro,Castelo Branco,Física
3478,"2014-10-03 19:32:57",19,311.56,12,Irina Domingues,F,36,Portel,211,Ipsam,Calçado,Vermelho,"39",67.0,49.8,5,Loja Araújo Pinto Lda.,Centro,Castelo de Paiva,Online
3479,"2017-09-27 02:27:30",29,952.15,828,Naiara-Valentina Antunes,M,24,Lagoa,562,Ipsum,Calçado,Amarelo,"43",51.86,47.0,3,Loja Araújo S/A,Alentejo,Ferreira do Alentejo,Física
